Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
239,3m65pb71varah0jd4mahgf0us,877727,N. Gutlib,Niv Gutlib,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590905,Niv,Gutlib,Centre Forward,19,793,21,66.7%,2.04,0.91,0.00,0.79,1.48,0.79,1.36,0.0%,16.7%,1.13,13.96,0.11,69.0%,75.2%,6.4%,1.02,99,,0.10,0.34,0.00,1.82,Centre Forward,0.00,0.00,0.00,0.11,0.11,0.79,0.68,0.00,0.23,0.68,1.59,0.79,4.20,7.04,12.03,0.91,2.16,0.11,0.11,11.35,6.81,2.04,1.36,5.45,7.60,3.40,12.26,4.65,0.91,0.23,1.36,0.00,0.00,0.00,0.11,1.13,40.0%,2.84,15.5,6.36,8.28,15.32,7.72,1.59,2.50,5.56,18.16,22.70,41.31,23.04,78.8%,82.4%,0.91,0.00,0.08,0.00,0.10,0.79,1.13,0.11,10.0%,50.0%,44.4%,40.0%,3.97
240,dffwv1ce7banybrqihjro745x,259285,M. Baltaxa,Matan Baltaxa,Left Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429566,Matan,Baltaxa,Left Centre Back,13,790,28,66.7%,2.73,0.68,0.00,0.00,1.94,1.71,2.05,0.0%,0.0%,0.46,3.87,0.00,69.2%,83.2%,11.4%,2.39,30,left,0.08,0.00,0.11,0.80,Left Centre Back,0.00,0.00,0.00,0.00,0.11,2.39,0.11,0.00,0.11,0.68,0.68,4.33,1.25,4.78,10.37,0.00,1.03,0.46,0.46,17.20,2.85,1.82,2.96,5.70,2.73,4.78,8.54,5.81,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.11,50.0%,0.23,19.6,1.37,1.14,23.47,1.82,11.28,6.84,21.42,43.06,35.20,64.03,51.84,83.1%,75.0%,0.00,0.00,0.01,0.00,0.08,0.68,0.68,0.00,0.0%,84.2%,66.7%,61.9%,3.99
241,cj5hwxc6sbznet60l6n3nlp90,881823,I. Hagag,Ilay Hagag,Left Attacking Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607232,Ilay,Hagag,Left Attacking Midfielder,16,788,22,53.8%,1.48,0.46,0.11,0.80,2.17,0.34,1.26,33.3%,15.0%,2.28,27.07,0.34,75.4%,83.6%,4.7%,0.57,28,,0.16,0.34,0.00,0.80,Left Attacking Midfielder,0.11,0.00,0.00,0.00,0.11,0.46,2.17,0.11,0.34,0.46,2.51,1.26,8.91,3.54,13.71,0.91,3.88,0.11,0.11,17.47,5.25,1.14,0.34,5.14,7.31,1.48,10.39,3.08,1.26,0.34,2.28,0.00,0.00,0.00,0.11,1.03,29.0%,3.54,14.5,12.34,17.25,21.70,15.19,1.48,2.74,4.57,24.44,29.92,51.05,29.12,83.9%,81.8%,1.26,0.34,0.36,0.34,0.16,1.03,1.94,0.57,29.4%,53.8%,49.5%,23.1%,4.80
242,224a72g0ssa77eo0hb3ruvuhg,963357,L. Kasa,Lior Kasa,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590892,Lior,Kasa,Central Midfielder,18,781,18,64.5%,3.57,0.69,0.00,0.81,2.77,0.58,2.42,0.0%,21.7%,2.07,18.44,0.12,55.8%,64.3%,9.7%,1.73,14,right,0.07,0.00,0.00,1.73,Central Midfielder,0.00,0.00,0.00,0.00,0.23,0.69,0.92,0.00,0.46,0.69,2.19,2.19,8.64,7.72,18.55,0.81,1.38,0.12,0.12,11.41,7.38,1.15,1.38,7.72,8.64,2.54,15.10,6.45,0.92,0.58,2.65,0.12,0.03,0.00,0.12,1.73,37.5%,4.61,17.8,5.65,9.56,18.21,8.41,3.34,2.77,8.30,22.01,25.93,54.05,29.85,73.7%,67.1%,0.92,0.12,0.05,0.00,0.07,0.92,1.50,0.23,15.4%,44.8%,51.1%,54.5%,6.11
243,8o496eozv1lxsfbkj5okgonp,128210,Y. Azulay,Yosef Shlomy Azulay,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,149909,Yosef Shlomy,Azulay,Central Midfielder,18,780,34,42.9%,2.42,1.50,0.12,0.35,4.04,0.58,1.04,15.4%,29.2%,0.92,15.81,0.35,71.4%,80.5%,20.4%,6.69,8,right,0.26,0.00,0.00,1.15,Central Midfielder,0.23,0.00,0.00,0.00,0.46,1.73,2.65,0.00,1.15,0.46,1.85,2.31,5.65,9.35,17.31,1.73,0.81,1.38,1.62,25.96,4.50,0.81,0.35,3.58,3.35,1.15,8.08,4.73,1.96,1.62,5.54,0.00,0.00,0.00,0.12,0.35,23.1%,1.50,22.7,6.12,8.42,33.12,7.62,7.62,10.73,17.65,41.54,40.50,70.96,50.88,81.6%,80.3%,1.96,0.23,0.18,0.23,0.26,1.50,2.19,1.04,47.4%,25.0%,44.3%,30.0%,5.77
244,1fww8pxvq3aj9nd96niitrzoq,681500,Y. Sadeh,Yuval Sadeh,Right Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491451,Yuval,Sadeh,Right Centre Back,11,774,24,74.2%,3.60,0.47,0.00,0.00,1.40,3.02,1.05,0.0%,0.0%,0.35,2.79,0.00,43.5%,82.2%,21.3%,3.37,12,,0.02,0.00,0.00,0.70,Right Centre Back,0.00,0.00,0.00,0.00,0.12,1.05,0.23,0.00,0.00,0.12,0.70,7.67,0.70,7.33,15.70,0.12,0.47,0.47,0.58,14.30,1.74,0.47,2.09,3.72,0.35,2.56,5.47,5.12,0.12,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.0%,0.47,21.8,1.05,1.40,22.91,1.51,12.44,5.23,20.81,46.51,40.81,72.33,60.12,77.4%,75.0%,0.12,0.00,0.01,0.00,0.02,0.12,0.35,0.00,0.0%,41.7%,68.1%,81.8%,4.42
245,57ecfqy5flkxsouk5mobswh04,938002,M. Ndzie,Martin Ndzie,Defensive Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568766,Martin,Ndzie,Defensive Midfielder,9,751,21,60.0%,3.00,0.96,0.12,0.48,3.00,0.96,2.88,0.0%,100.0%,0.12,5.03,0.00,61.8%,75.8%,15.3%,2.16,6,,0.05,0.00,0.12,1.92,Defensive Midfielder,0.00,0.00,0.00,0.00,0.60,1.92,0.48,0.00,0.24,0.12,0.84,1.92,0.60,7.91,10.43,0.48,0.36,0.00,0.36,10.91,5.03,1.20,2.04,6.71,4.43,3.24,11.74,7.31,0.72,0.12,0.12,0.00,0.00,0.00,0.00,0.96,72.7%,1.32,18.6,3.00,1.20,16.06,3.36,4.19,3.60,10.31,23.37,18.10,46.38,31.28,74.7%,89.3%,0.72,0.24,0.02,0.00,0.05,0.36,0.48,0.24,50.0%,42.9%,57.1%,63.0%,6.23
246,5st753i9xx8uonrygce7mad0q,678154,Capita,Capita,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482298,Osvaldo Pedro,Capemba,Centre Forward,20,745,22,83.3%,0.72,0.24,0.12,0.48,2.90,0.48,0.72,7.1%,5.9%,2.05,21.50,0.12,60.0%,64.1%,11.3%,0.97,29,left,0.21,1.09,0.00,1.45,Centre Forward,0.12,0.00,0.00,0.00,0.24,0.36,1.09,0.00,0.60,0.60,1.45,1.45,10.63,5.68,17.76,0.85,4.59,0.24,0.36,7.49,6.28,1.45,0.48,4.35,9.42,1.93,10.63,1.21,0.85,0.12,2.05,0.24,0.01,0.24,0.48,1.69,34.1%,4.95,16.5,6.04,12.56,11.84,9.30,0.72,1.57,3.26,11.11,20.66,38.42,17.03,65.2%,65.8%,0.85,0.00,0.10,0.12,0.21,1.69,2.05,1.09,52.9%,50.0%,40.9%,25.0%,5.07
247,e3ywhx6xuy36x8cous1fq7yll,329896,E. Kartsev,Eden Kartsev,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429570,Eden,Kartsev,Central Midfielder,16,735,24,53.3%,1.84,0.49,0.12,0.00,3.80,0.98,2.57,0.0%,0.0%,0.12,11.27,0.00,70.9%,84.1%,11.5%,3.06,72,,0.03,0.00,0.00,2.08,Central Midfielder,0.00,0.00,0.00,0.00,0.49,1.96,0.00,0.00,0.73,0.49,1.35,1.96,1.47,7.22,10.65,0.12,0.37,0.37,0.49,24.98,4.90,0.73,1.22,5.39,3.80,1.96,10.29,6.49,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.37,60.0%,0.61,18.3,6.61,4.78,31.59,7.47,6.98,6.61,13.84,40.41,31.47,63.06,48.98,82.5%,90.0%,0.12,0.00,0.03,0.00,0.03,0.86,1.22,0.37,30.0%,45.5%,52.4%,62.5%,5.51
248,8ngdontjkmz0sgcae3w9tp10q,846490,I. Dahan,Idan Aharon Dahan,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,508890,Idan Aharon,Dahan,Centre Forward,19,724,23,36.4%,2.73,0.62,0.00,0.75,1.99,0.37,2.24,18.8%,18.5%,2.36,23.25,0.00,71.2%,78.2%,8.6%,0.62,19,,0.22,0.12,0.00,1.37,Centre Forward,0.25,0.00,0.00,0.00,0.12,0.12,1.12,0.12,0.50,0.99,0.50,2.49,9.57,3.73,15.79,0.99,3.60,0.25,0.25,9.82,8.70,1.74,1.24,5.97,9.70,2.98,14.67,4.97,0.99,0.62,3.36,0.00,0.03,0.00,0.12,1.99,37.2%,5.35,16.8,7.58,12.80,13.55,9.70,0.99,1.37,4.85,13.92,20.64,40.52,18.90,73.7%,79.2%,0.99,0.00,0.06,0.37,0.22,1.99,2.49,0.99,40.0%,57.1%,40.7%,41.7%,4.85
249,12ch8woxddzamvj8vzwfdfi3u,583464,D. Azaria,Dan Azaria,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491367,Dan,Azaria,Central Midfielder,17,723,28,75.0%,1.49,0.37,0.00,0.37,1.37,1.87,1.49,0.0%,0.0%,0.25,10.95,0.12,73.6%,81.5%,8.9%,2.74,8,,0.09,0.00,0.00,0.25,Central Midfielder,0.00,0.00,0.00,0.12,0.12,1.87,0.50,0.00,0.37,1.12,0.87,1.37,2.74,5.60,9.71,0.50,2.49,0.75,0.75,19.17,4.48,2.24,0.75,3.61,4.73,2.99,8.09,3.36,0.50,0.00,0.25,0.00,0.00,0.00,0.25,0.50,26.7%,1.87,17.0,5.10,5.85,23.53,6.60,3.98,5.23,9.59,33.36,32.99,55.64,39.34,84.8%,78.8%,0.50,0.00,0.03,0.00,0.09,1.24,1.49,0.12,8.3%,50.0%,44.6%,25.0%,3.49
250,8p329aju30zmley34wcb1moh6,665968,S. Khvadagiani,Saba Khvadagiani,Right Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,514830,Saba,Khvadagiani,Right Centre Back,8,720,21,69.4%,4.50,0.38,0.00,0.00,1.88,4.88,2.50,0.0%,33.3%,0.38,3.00,0.00,55.3%,76.4%,13.3%,3.38,44,,0.15,0.00,0.00,0.88,Right Centre Back,0.00,0.00,0.00,0.00,0.13,3.00,0.13,0.00,0.00,0.63,0.75,3.25,1.25,5.38,9.88,0.25,1.25,0.00,0.25,10.88,3.63,1.50,2.00,5.25,2.13,3.50,8.88,6.75,0.25,0.13,0.38,0.00,0.00,0.00,0.00,0.00,0.0%,0.25,19.8,0.50,0.38,15.88,1.13,9.00,4.88,15.88,40.63,34.00,65.75,48.88,83.1%,44.4%,0.25,0.00,0.02,0.00,0.15,0.63,0.88,0.00,0.0%,54.2%,59.2%,57.1%,5.00
250,kla8y26m5o9em9qrvvfghlud,185800,T. Adi,Tamir Adi,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491393,Tamir,Adi,Central Midfielder,19,720,31,50.0%,1.50,1.38,0.13,0.38,1.88,1.25,1.25,0.0%,20.0%,0.63,12.00,0.38,60.6%,67.4%,11.9%,2.50,23,,0.18,0.50,0.00,0.50,Central Midfielder,0.00,0.00,0.00,0.00,0.00,0.63,0.75,0.00,0.38,0.75,0.88,1.88,4.38,7.50,13.75,1.38,2.13,0.25,0.50,13.38,4.50,1.75,2.38,5.00,5.38,4.13,9.50,4.13,1.50,0.25,1.25,0.13,0.00,0.00,0.13,0.50,44.4%,1.13,18.3,4.38,6.63,20.88,6.63,4.38,4.75,12.63,23.88,27.88,45.88,33.50,71.3%,66.0%,1.50,0.13,0.08,0.00,0.18,1.13,1.63,0.38,23.1%,35.0%,52.6%,57.6%,5.00
252,jgq5pjn0d4xt4f0x57nsalbe,786105,G. Joury,Gaby Joury,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549416,Gaby,Joury,Central Midfielder,18,715,23,30.4%,2.90,0.88,0.13,0.13,5.29,2.27,0.88,100.0%,0.0%,0.50,6.42,0.25,53.7%,67.0%,13.5%,2.14,5,,0.04,0.00,0.13,1.01,Central Midfielder,0.00,0.00,0.00,0.00,0.25,1.51,0.50,0.00,0.00,0.00,0.50,5.03,3.02,7.68,15.73,0.88,0.76,0.25,0.25,11.71,5.03,1.13,1.51,3.52,3.65,2.64,8.56,4.91,0.88,0.00,0.50,0.00,0.00,0.00,0.00,0.63,38.5%,1.64,17.9,2.39,1.89,18.38,4.15,6.17,3.40,15.73,27.44,24.29,52.74,39.15,70.1%,57.6%,0.88,0.00,0.04,0.13,0.04,0.13,0.38,0.13,33.3%,16.7%,41.2%,57.1%,7.43
253,803pwc0jvkzutant2dyb6ri1g,935117,S. Hakmon,Shaked Hakmon,Central Defender,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568768,Shaked,Hakmon,Central Defender,12,714,22,47.4%,2.39,0.38,0.00,0.00,0.76,5.42,1.01,50.0%,-,0.00,0.50,0.00,40.0%,77.3%,14.5%,1.89,24,,0.05,0.13,0.00,0.50,Central Defender,0.13,0.00,0.00,0.00,0.25,0.88,0.00,0.00,0.00,0.13,0.00,3.66,0.13,2.39,6.18,0.00,0.50,0.00,0.13,5.29,3.03,1.89,0.88,2.02,1.39,2.77,5.04,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,50.0%,0.25,19.8,0.00,0.13,8.07,0.13,5.29,2.14,9.96,27.10,23.57,43.36,33.03,82.1%,0.0%,0.00,0.00,0.00,0.13,0.05,0.25,0.25,0.13,50.0%,50.0%,40.0%,31.8%,2.77
254,3xj4igbzlq68uapr4bhxmv1sl,270035,L. Štor,Luka Stor,Right Winger,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,430130,Luka,Stor,Right Winger,10,692,25,60.0%,0.65,0.78,0.13,0.91,1.43,0.39,1.30,40.0%,33.3%,0.78,14.05,0.00,49.3%,55.6%,4.7%,0.26,7,right,0.11,0.39,0.26,0.39,Right Winger,0.00,0.00,0.00,0.00,0.00,0.39,1.30,0.13,0.26,0.00,0.26,0.91,5.59,5.85,12.36,1.04,3.51,0.00,0.13,7.28,4.42,1.95,0.52,2.47,4.94,2.47,6.89,1.95,1.17,0.65,1.95,0.00,0.00,0.00,0.00,0.39,60.0%,0.65,15.6,4.55,6.63,13.40,8.06,1.69,1.30,6.37,11.71,15.09,31.34,19.25,60.8%,57.4%,1.17,0.13,0.15,0.26,0.11,0.65,0.91,0.65,71.4%,35.3%,35.8%,21.1%,3.51
255,v4skry3zi4tmdufc8680pduy,583480,M. Zalka,Menashe Zalka,Right Back,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463613,Menashe,Zalka,Right Back,15,687,33,60.9%,3.01,0.92,0.13,0.66,2.23,1.18,1.31,0.0%,23.5%,1.31,9.83,0.13,62.8%,78.1%,16.7%,1.97,15,,0.02,0.00,0.00,1.18,Right Back,0.00,0.00,0.00,0.00,0.39,2.36,1.18,0.00,0.13,0.13,1.97,3.80,3.80,7.47,15.07,0.66,0.39,0.00,0.13,13.36,3.54,1.18,0.79,4.06,2.49,1.97,7.60,5.11,0.66,0.52,2.23,0.00,0.00,0.00,0.00,0.00,0.0%,0.39,18.8,3.67,5.37,20.31,4.85,7.73,4.85,15.72,22.79,22.40,52.66,32.88,69.3%,75.7%,0.66,0.00,0.07,0.00,0.02,0.13,0.26,0.00,0.0%,31.3%,53.4%,40.0%,6.68
256,8aovce2e3vg8b6ig9hzpdmoes,845163,B. Lin,Bar Lin,Central Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,567864,Bar,Lin,Central Midfielder,21,683,19,47.4%,2.50,1.19,0.26,0.26,0.92,0.13,2.50,20.0%,27.8%,1.05,19.11,0.66,71.3%,76.2%,7.5%,0.92,19,,0.07,0.00,0.00,0.79,Central Midfielder,0.00,0.00,0.00,0.00,0.00,1.45,1.71,0.13,0.53,0.26,0.40,2.50,6.72,5.40,14.63,0.92,1.32,0.13,0.13,13.31,5.40,1.19,0.13,4.22,5.01,1.32,9.62,4.61,0.92,0.66,2.37,0.00,0.01,0.00,0.13,1.19,37.5%,3.16,15.8,7.91,10.94,17.92,10.94,1.84,3.16,7.51,24.64,27.67,49.81,31.63,77.9%,74.1%,0.92,0.13,0.13,0.13,0.07,0.66,1.19,0.40,33.3%,40.7%,43.8%,10.0%,3.16
257,ew4mvbwdmqzu8ezwci89xcpre,783263,T. Bushank,Tarek Bushank,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590902,Tarek,Bushank,Centre Forward,20,680,25,60.0%,4.63,0.66,0.13,0.26,2.12,2.65,2.51,16.7%,21.4%,1.85,6.22,0.00,41.9%,62.5%,31.7%,5.56,4,,0.16,0.00,0.13,1.32,Centre Forward,0.00,0.00,0.00,0.13,0.26,2.51,0.79,0.00,0.13,0.40,0.26,7.54,2.91,6.35,16.81,0.40,0.79,1.32,2.12,10.32,4.24,1.19,2.12,5.16,2.65,3.31,9.40,6.75,0.40,0.40,1.85,0.00,0.00,0.00,0.00,0.26,50.0%,0.53,24.6,0.53,2.25,17.21,1.46,9.79,5.43,17.34,25.81,24.75,57.44,37.19,69.4%,36.4%,0.40,0.00,0.04,0.13,0.16,0.79,0.93,0.40,42.9%,44.4%,54.9%,64.0%,5.16
258,244ste4ci3y8nlzftgf9j0c7p,189157,S. Gozlan,Shoval Gozlan,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,111743,Shoval,Gozlan,Centre Forward,19,677,30,72.7%,1.46,0.53,0.00,0.40,0.93,1.33,0.66,5.3%,-,0.00,13.29,0.00,41.8%,48.4%,6.4%,0.66,16,,0.33,0.40,0.00,1.20,Centre Forward,0.13,0.00,0.00,0.00,0.27,0.53,0.13,0.00,0.27,1.99,1.33,0.80,5.58,6.25,12.63,0.40,4.52,0.13,0.27,6.12,9.17,5.45,3.06,5.72,11.03,8.51,14.89,3.86,0.40,0.00,0.00,0.13,0.00,0.00,0.27,0.66,33.3%,1.99,15.4,3.19,5.72,13.03,6.51,0.93,1.33,5.58,10.77,15.02,34.43,18.61,57.9%,49.0%,0.40,0.00,0.02,0.13,0.33,2.53,3.06,0.53,17.4%,20.0%,38.4%,35.9%,2.26
259,49s1v16s1d6jcesw3j26dtbtg,953268,K. Zoabi,Karem Zoabi,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579155,Karem,Zoabi,Centre Forward,21,673,18,45.0%,2.67,0.67,0.27,0.13,1.60,0.40,1.87,23.1%,21.4%,1.34,19.66,0.13,81.3%,79.2%,8.1%,0.67,17,,0.24,0.53,0.00,2.41,Centre Forward,0.13,0.00,0.00,0.00,0.27,1.34,1.60,0.13,0.67,1.07,1.47,1.34,6.02,7.09,14.44,0.67,4.15,0.00,0.13,11.37,8.56,2.54,0.94,6.29,9.90,3.48,14.84,4.95,0.94,0.40,1.87,0.00,0.02,0.00,0.13,2.01,48.4%,4.15,16.3,7.62,10.16,14.84,8.56,1.34,2.81,4.41,14.58,19.79,41.99,19.93,73.2%,89.1%,0.94,0.27,0.18,0.40,0.24,1.74,1.74,0.67,38.5%,26.9%,42.3%,26.9%,2.41
260,c15aqzcdrcuexaxk6stbidn85,234904,I. Shoolmayster,Itzik Shoolmayster,Left Back,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234943,Itzik,Shoolmayster,Left Back,16,672,26,73.1%,3.48,0.94,0.00,0.13,0.54,2.01,1.34,0.0%,33.3%,1.34,12.19,0.00,68.8%,80.0%,8.7%,1.07,17,left,0.02,0.00,0.00,0.94,Left Back,0.00,0.00,0.00,0.00,0.54,1.21,0.80,0.00,0.27,0.13,2.01,2.54,4.15,5.89,12.59,1.07,1.34,0.13,0.13,11.79,2.81,0.94,0.94,4.82,2.81,1.88,7.63,4.82,1.07,0.54,1.61,0.00,0.02,0.13,0.27,0.54,30.8%,1.74,15.8,3.75,5.36,16.61,5.22,5.22,4.82,15.80,26.25,27.59,57.19,33.88,77.5%,71.8%,1.07,0.00,0.09,0.00,0.02,0.40,0.40,0.27,66.7%,58.3%,63.2%,50.0%,3.08
261,bmao0xz3xrv72wwrm77g9um6t,291847,M. Kandil,Maor Kandil,Right Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,423094,Maor,Kandil,Right Midfielder,25,671,30,60.6%,4.43,1.21,0.13,0.40,2.28,2.55,4.02,16.7%,32.1%,3.76,32.59,0.40,78.3%,86.5%,13.3%,3.62,23,right,0.05,0.00,0.13,3.08,Right Midfielder,0.00,0.00,0.00,0.00,0.27,1.34,3.62,0.00,0.13,0.67,1.48,3.76,7.51,5.10,16.36,1.48,2.15,0.54,0.54,28.30,7.65,1.61,2.15,8.58,8.45,3.76,16.23,7.78,1.61,1.21,3.76,0.00,0.03,0.00,0.27,0.94,35.0%,2.68,18.1,16.10,17.97,35.14,19.18,6.30,7.24,14.08,41.18,43.99,79.27,50.30,81.9%,83.9%,1.61,0.13,0.19,0.13,0.05,0.80,0.80,0.13,16.7%,48.6%,52.9%,57.1%,5.23
262,c557plvyoq1qeg2q5e1s7ezje,688549,I. Ben Hamo,Itay Ben Hamo,Right Centre Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512579,Itay,Ben Hamo,Right Centre Back,11,669,22,40.0%,2.69,0.13,0.13,0.00,1.88,4.04,0.94,16.7%,100.0%,0.13,1.35,0.00,41.9%,71.0%,17.0%,3.50,15,right,0.10,0.00,0.13,1.08,Right Centre Back,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.40,0.27,6.19,0.27,4.71,11.17,0.13,0.94,0.00,0.13,9.69,3.36,1.75,1.08,2.29,1.08,2.83,5.65,4.57,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.0%,0.13,21.8,0.13,0.40,15.47,0.27,11.30,4.04,23.81,46.01,40.76,66.73,56.23,81.8%,50.0%,0.13,0.00,0.00,0.13,0.10,0.81,0.81,0.40,50.0%,40.0%,40.5%,38.1%,5.52
