Player,Age,Passport country,Position,League,Minutes played,Assists per 90,Back passes per 90,Crosses per 90,Crosses to goalie box per 90,Deep completed crosses per 90,Deep completions per 90,Defensive duels per 90,Dribbles per 90,Duels per 90,Forward passes per 90,Goals,Goals per 90,Interceptions per 90,Key passes per 90,Long passes per 90,Matches played,Passes per 90,Passes to final third per 90,Passes to penalty area per 90,Progressive passes per 90,Progressive runs per 90,Received long passes per 90,Received passes per 90,Second assists per 90,Shot assists per 90,Shots blocked per 90,Shots per 90,Sliding tackles per 90,Successful attacking actions per 90,Successful defensive actions per 90,Through passes per 90,Touches in box per 90,xA,xA per 90,xG,xG per 90
C. Hüseynov,20,Azerbaijan,CB,Azerbaijan 1,2273,0,1.5,0.12,0,0,0.08,6.34,0.28,12.63,14.14,0,0,5.74,0,5.58,24,31.64,4.28,0.48,7.33,0.24,0.12,17.46,0,0,0.75,0.08,0.63,0.2,11.17,0.12,0.16,0,0,0.86,0.03
S. Abdullayev,21,Azerbaijan,"RAMF, RW, CF",Azerbaijan 1,706,0,5.94,1.29,0.13,0.39,0.52,7.62,2.97,23.89,5.81,0,0,2.84,0,1.94,21,23.63,2.45,1.81,3.74,1.03,0.9,15.24,0,0.9,0.13,1.81,0.39,2.58,7.23,0.65,1.81,0.84,0.11,0.79,0.1
A. Ağcabəyov,22,Azerbaijan,RCB,Azerbaijan 1,474,0,2.85,0,0,0,0.19,10.06,0,18.23,12.34,0,0,6.27,0,5.51,13,26.96,4.75,0.57,6.27,0.57,0.19,17.09,0,0,0.76,0.57,0.95,0.38,13.86,0.38,0.76,0,0,0.33,0.06
F. Hadzhiyev,24,Azerbaijan,"RWB, RCB",Azerbaijan 1,903,0,1.99,1.69,0.4,0.3,0.1,10.56,1,19.73,12.76,0,0,4.49,0,5.58,12,24.02,2.79,1.1,6.38,0.8,0.8,12.46,0.1,0,0.3,0.7,1,0.8,10.96,0.2,1.3,0,0,1.44,0.14
V. Həsənov,25,Azerbaijan,RCB,Azerbaijan 1,987,0,3.01,0,0,0,0,8.3,0.36,15.41,13.31,0,0,5.47,0,5.02,13,29,3.19,0.18,5.74,0.09,0.27,17.33,0,0.09,0.64,0.27,0.73,0.18,12.49,0.18,0.18,0.05,0,0.62,0.06
K. Mirzayev,28,Azerbaijan,"DMF, LCMF, RCMF",Azerbaijan 1,717,0,4.64,0.63,0.13,0.13,0.25,6.15,0.75,15.44,10.04,0,0,3.26,0.13,3.14,16,29.62,4.52,0.88,5.02,0.25,0.13,17.45,0,0.25,0.38,0.25,0.25,0.88,7.41,0.25,0.63,0.15,0.02,0.08,0.01
P. Keshavarz,28,Iran,"RCB, LCB, CB",Azerbaijan 1,537,0,1.34,0,0,0,0,4.02,0,7.37,14.92,0,0,4.69,0,4.02,6,36.37,2.68,0,5.2,0.17,0.5,27.49,0,0,1.01,0.5,0.67,0,8.38,0.17,0.5,0,0,0.29,0.05
M. Mbodj,30,Senegal,"RCB, LCB, CB",Azerbaijan 1,668,0,1.62,0,0,0,0.13,4.72,0.4,12.8,21.96,0,0,3.91,0,6.2,10,46.62,4.18,0.4,7.95,0.4,0.27,30.99,0,0,0.54,0.27,0.67,0.4,7.81,0.4,0.4,0,0,0.12,0.02
S. Tanaka,20,Japan,"RCMF, DMF, LCMF",Belgium 1,1018,0,3.45,0.09,0,0,0.44,8.13,1.24,19.54,8.75,0,0,4.16,0,2.83,15,26.08,3.27,0.44,4.33,0.53,0.27,16,0.09,0.09,0.35,0.27,0.53,0.44,9.55,0.18,0.27,0.1,0.01,0.29,0.03
T. Alloh,21,"France, Côte d'Ivoire","LB, LWB",Belgium 1,409,0,5.06,0.66,0,0,0.44,7.92,3.52,21.12,8.14,0,0,4.18,0,0.66,10,23.33,2.2,0.88,3.74,1.54,1.54,14.52,0,0,0,0.22,0.66,2.42,9.68,0,0.44,0,0,0.23,0.05
O. Davida,22,Israel,"CF, RWF, RAMF",Belgium 1,568,0,3.96,1.27,0.32,0.48,0.95,7.61,5.07,26.78,3.17,0,0,1.27,0.48,0.32,20,17.9,1.43,1.58,2.06,0.79,1.11,12.52,0,0.79,0.16,0.95,0.63,2.38,6.18,0,1.58,0.54,0.09,0.43,0.07
L. Abanda,22,"France, Cameroon","LB, LWB",Belgium 1,770,0,4.56,3.62,0.47,0.94,0.58,5.61,1.52,12.27,9.35,0,0,4.44,0.7,3.62,17,25.25,3.04,2.57,6.78,0.94,2.34,16.25,0,0.82,0,0.58,0,1.52,7.95,0.35,1.29,0.98,0.11,0.15,0.02
R. Decostere,24,Belgium,RB,Belgium 1,861,0,3.24,1.36,0.21,0.21,0.42,7.32,0.42,15.57,13.38,0,0,4.91,0.1,5.64,13,26.55,7.84,2.51,9.09,1.05,0.52,14.74,0,0.31,0.21,0.1,0.94,0.63,10.14,1.78,0.31,0.1,0.01,0.06,0.01
S. Dewaele,24,Belgium,"RCMF, LCMF, DMF",Belgium 1,1263,0,2.92,1,0,0.36,0.86,10.48,0.36,20.67,15.32,0,0,5.34,0.29,5.99,21,30.71,7.98,1.92,8.34,0.29,0.07,14.25,0,0.5,0.21,0.14,1,0.78,12.9,1.21,0.64,0.84,0.06,0.18,0.01
A. Ba,24,"France, Senegal","DMF, LCMF, RCMF",Belgium 1,508,0,4.61,0.18,0.18,0,0.35,6.38,0.89,14.35,8.86,0,0,5.31,0,1.77,7,26.75,2.13,0.53,3.54,0.35,0.18,14.53,0,0,0.18,0.18,0.71,0.53,9.92,0.53,0.53,0,0,0.15,0.03
E. Owusu,25,"France, Ghana","LCMF, RCMF",Belgium 1,503,0,10.56,0.36,0,0.18,0.18,7.34,2.86,24.16,12.52,0,0,3.76,0.18,2.5,9,48.13,5.9,0.36,7.34,1.07,0.18,34.89,0,0.54,0,0.89,0.18,2.15,7.87,0.54,0.36,0.54,0.1,0.05,0.01
E. Jordanov,29,"Germany, Bulgaria","RB, RWB",Belgium 1,1321,0,9.74,2.73,0.34,0.95,0.55,8.31,3.75,19.55,11.99,0,0,4.29,0.34,3.68,20,39.17,4.09,2.79,7.83,3.13,2.38,28.61,0.14,0.41,0.27,0.61,0.2,3.47,9.2,0.61,1.16,0.87,0.06,0.72,0.05
A. Radovanović,29,Serbia,LCB,Belgium 1,950,0,2.08,0,0,0,0.38,6.92,0.09,15.54,14.12,0,0,7.96,0.09,6.82,11,31.17,2.75,0.47,6.44,0.57,0.19,16.96,0,0.19,1.14,0.38,0.47,0.19,13.26,0.66,0.95,0.55,0.05,0.45,0.04
V. Boev,19,Bulgaria,"LB, LWB, RB",Bulgaria 1,595,0,1.97,1.66,0.3,0.61,0,8.32,1.82,17.09,11.8,0,0,4.84,0,5.6,11,19.97,4.99,1.51,5.9,0.76,0.76,10.59,0,0.3,0.3,0,1.51,1.97,12.1,0.3,0.15,0.07,0.01,0,0
D. Stoyanov,21,Bulgaria,"RB, LB",Bulgaria 1,885,0,3.97,1.83,0.1,0.81,0.2,7.93,2.54,16.68,8.75,0,0,4.58,0.1,2.44,12,25.42,3.36,1.73,5.59,1.02,1.02,15.56,0,0.2,0,0.51,0.71,2.03,9.76,0.1,0.71,0.22,0.02,0.13,0.01
M. Sylla,24,"France, Senegal",RB,Bulgaria 1,981,0,3.67,2.66,0.46,1.01,0.09,8.17,2.2,16.42,14.77,0,0,5.14,0.28,3.03,15,29.63,4.59,2.57,7.52,1.28,1.56,19.27,0,0.28,0,0.09,0.28,2.29,10.37,0.09,0.37,0.59,0.05,0,0
P. Čuić,24,Croatia,"LCMF, DMF, LDMF",Bulgaria 1,963,0,9.72,0.09,0,0.09,0.09,7.76,0.65,14.11,14.49,0,0,3.27,0.09,6.07,14,50.28,9.53,0.56,8.69,0.56,0.19,34.3,0.09,0.28,0.09,0.09,0,0.56,7.66,0.47,0,0.15,0.01,0,0
B. Franco,25,Brazil,"LWB, LB",Bulgaria 1,1110,0,3.73,3.16,0.16,1.14,0.49,6.57,2.27,15,10.7,0,0,4.3,0.24,4.54,16,27.65,4.22,3,7.95,1.3,2.59,17.19,0,0.57,0.24,0.32,0.24,3.16,8.59,0.16,0.57,0.83,0.07,0.1,0.01
A. Georgiev,25,Bulgaria,LB,Bulgaria 1,1679,0,4.5,3.22,0.54,0.8,0.38,5.84,2.36,12.38,14.47,0,0,3.65,0.32,4.99,23,32.81,5.9,3.16,8.04,1.61,1.93,24.98,0,0.43,0.27,0.48,0.11,1.93,7.18,0.59,0.7,0.82,0.04,0.44,0.02
O. Lobov,25,Ukraine,"RCMF, LCMF",Bulgaria 1,667,0,3.91,0.54,0,0,0.27,8.37,2.43,26.18,8.77,0,0,5.26,0.13,2.7,10,26.99,3.51,1.08,4.18,1.21,0.4,15.11,0,0.4,0.27,1.21,0.54,2.16,10.79,0.67,0.81,0.23,0.03,0.45,0.06
J. van Heertum,25,Netherlands,"CB, RCB, LCB",Bulgaria 1,1841,0,3.37,0.2,0.05,0.05,0.24,5.33,0.93,13,16.57,0,0,5.72,0.05,4.4,26,43.26,4.4,0.49,7.14,1.03,0.78,28.65,0.05,0.2,0.59,0.2,0.2,0.39,9.78,0.39,0.34,0.61,0.03,0.24,0.01
K. Takahashi,26,Japan,"LCMF, AMF, RCMF",Bulgaria 1,722,0,4.99,0.75,0,0.37,0,5.98,2.24,18.2,9.1,0,0,2.62,0,2.87,13,28.42,4.74,0.25,4.86,0.25,0.37,17.45,0,0.5,0.12,0.37,0.62,2.12,6.23,0.12,0.75,0.08,0.01,0.04,0
Rober Sierra,27,Spain,"DMF, LCB, CB",Bulgaria 1,1620,0,3.78,0.11,0,0,0.28,4.33,1.56,13.06,11.83,0,0,4.94,0.06,3.28,17,30.11,3.17,0.5,3.94,1.61,0.22,17.11,0,0.11,0.28,0.11,0.11,1,7.89,0.33,0.39,0.41,0.02,0.29,0.02
A. Nedyalkov,30,Bulgaria,"LB, LCB",Bulgaria 1,1350,0,5.33,2.27,0.27,0.27,0.13,5.67,1.53,16.13,15.4,0,0,5.07,0.2,6.33,16,46.8,7.8,1.8,10.47,1.47,1.33,31.8,0,0.27,0.13,0.67,0.07,1.8,8.73,0.67,1.2,0.18,0.01,0.86,0.06
S. Nikolov,31,Bulgaria,RCB,Bulgaria 1,1202,0,2.62,0.67,0,0.22,0.37,5.17,0.82,12.43,19.62,0,0,6.14,0.07,6.21,14,46.72,6.36,1.05,9.13,1.12,0.45,29.65,0,0.15,0.37,0.15,0,0.82,9.43,0.3,0.37,0.1,0.01,0.42,0.03
Y. Andreev,33,Bulgaria,"RCMF, AMF, DMF",Bulgaria 1,646,0,4.04,0.42,0,0.28,0.56,6.13,1.11,15.6,9.06,0,0,4.18,0.14,3.76,14,32.88,5.43,1.81,5.02,0.42,0.7,23.13,0,0.42,0.14,1.67,0.56,1.53,7.38,0.56,0.7,0.25,0.03,1.11,0.16
T. Iliev,33,Bulgaria,"RCMF, DMF, LCMF",Bulgaria 1,706,0,3.19,0.51,0,0,0.13,7.65,1.66,18.23,7.14,0,0,4.72,0.13,2.17,11,23.84,3.44,0.89,2.29,0.76,0.38,14.41,0,0.25,0.38,0.76,0.13,1.4,8.67,0.38,1.02,0.1,0.01,0.25,0.03
N. Bodurov,37,Bulgaria,"RCB, LCB",Bulgaria 1,1147,0,2.59,0,0,0,0.24,4.94,0.24,11.61,15.22,0,0,5.41,0,3.53,12,33.5,3.45,0.55,6.12,0.78,0.39,18.52,0,0.08,0.39,0.39,0.24,0.16,8.87,0.16,0.86,0,0,0.61,0.05
E. Chacon,19,Costa Rica,"RCMF, LCMF, LDMF",Costa Rica 1,569,0,4.59,0.47,0.16,0.16,0,5.85,1.27,14.87,12.02,0,0,2.21,0,3.16,15,37.64,7.28,0.47,6.33,0.47,0,27.68,0.16,0,0.47,0.79,0,0.79,5.22,0.63,0.47,0,0,0.23,0.04
S. Suárez,19,Costa Rica,"RB, RW",Costa Rica 1,447,0,5.03,1.61,0.2,0.4,0,8.05,1.01,17.32,11.88,0,0,4.23,0.2,2.82,7,30.4,3.42,1.61,6.85,1.01,0.6,18.52,0,0.4,0.2,0.2,0.2,1.61,9.06,0.4,0.2,0.03,0.01,0.01,0
B. Aguilera,19,Costa Rica,"CF, RW",Costa Rica 1,897,0,4.72,2.31,0.6,0.6,0.7,6.02,5.72,30.9,8.53,0,0,1.3,0.3,3.51,10,26.49,5.92,2.91,5.12,1.3,0.9,15.45,0.1,1.4,0,1.1,0.4,4.01,5.82,1.1,1.1,1.45,0.15,0.29,0.03
F. Coronado,21,Costa Rica,"RB, LB, RCB",Costa Rica 1,489,0,3.5,1.47,0,0.55,0.55,12.33,1.47,27.06,16.2,0,0,4.97,0.55,6.81,9,29.45,6.07,1.84,7.91,0.92,1.29,17.48,0,0.55,0.55,0.37,0.37,1.84,12.88,0.37,0.55,0.17,0.03,0.3,0.06
J. Barragán,22,Mexico,RCB,Costa Rica 1,433,0,1.87,0.21,0,0,0,5.82,0.21,14.34,14.34,0,0,6.24,0,8.94,6,27.64,4.57,0.62,8.31,0,0.42,16.21,0,0,0.42,0.21,1.87,0,11.64,0.62,0.21,0,0,0.11,0.02
D. Sánchez,22,Costa Rica,"RCMF, DMF, RDMF",Costa Rica 1,625,0,6.34,0.72,0,0.14,0.29,6.34,1.3,14.98,11.23,0,0,3.89,0.14,4.32,11,37.87,6.48,1.44,5.04,0.58,0.58,26.93,0,0.43,0.72,1.3,0.43,1.15,8.64,0.43,0.29,0.38,0.05,0.47,0.07
G. Méndez,22,Costa Rica,"RCMF, LCMF",Costa Rica 1,930,0,4.35,1.16,0.1,0.19,0.48,6.97,1.84,20.03,9.68,0,0,3.68,0.1,3.19,23,29.32,4.65,1.74,4.65,1.06,0.68,17.61,0.1,0.48,0.39,1.55,0.77,1.45,8.42,0.87,0.58,0.27,0.03,0.6,0.06
R. Cole,23,Costa Rica,"RW, RAMF",Costa Rica 1,667,0,2.87,2.57,0,0,0.45,4.98,4.68,21.44,3.02,0,0,1.96,0,0.45,13,14.95,1.21,1.36,0.91,2.11,1.36,7.55,0,0.15,0,0.6,0.3,2.11,5.74,0,1.96,0.02,0,0.65,0.1
D. Sánchez,24,Costa Rica,"RB, RW, LB",Costa Rica 1,690,0,8.09,1.96,0.13,1.17,0.26,7.04,2.74,19.43,9.65,0,0,2.22,0.39,4.04,14,32.22,3.65,1.96,7.43,1.7,1.83,21.78,0,0.91,0,0.52,0.39,3,6.13,0.39,0.65,0.55,0.07,0.17,0.02
S. Castillo,25,Costa Rica,"RW, LW, LB",Costa Rica 1,633,0,4.97,1.99,0.17,0.33,0.66,10.11,3.81,22.38,7.79,0,0,3.81,0.5,2.15,14,22.87,2.15,0.83,3.31,1.16,0.5,12.93,0.17,0.5,0,1.82,1.49,2.32,11.27,0.17,2.49,0.3,0.05,1.06,0.18
J. Ingram,25,Nicaragua,"LB, LW",Costa Rica 1,593,0,4.2,1.71,0,0.78,0.31,7.47,1.87,18.53,10.74,0,0,4.98,0.16,3.58,12,28.34,3.89,1.56,6.85,0.93,1.09,15.1,0,0.47,0.16,0,0.16,1.87,9.65,0.31,0.31,0.27,0.04,0,0
M. Salas,26,Costa Rica,LCB,Costa Rica 1,1083,0,1.75,0.25,0,0.08,0.25,7.98,0.66,16.45,16.54,0,0,5.57,0,8.81,14,33.07,5.48,1,8.23,0.42,0.08,20.44,0,0.17,0.83,0.08,0.42,0.66,10.8,0.83,0.33,0.16,0.01,0,0
R. Steven,26,Costa Rica,LCB,Costa Rica 1,755,0,2.74,0,0,0,0.12,3.93,0.36,10.61,14.19,0,0,4.77,0,6.79,12,33.62,4.89,0.36,6.2,0.83,0.48,22.77,0,0.12,0.83,0.6,0.24,0.36,8.11,0.24,0.12,0,0,0.27,0.03
V. Murillo,27,Costa Rica,"RCMF, LCMF, DMF",Costa Rica 1,715,0,3.65,0.76,0.13,0.13,0.25,8.18,1.01,17.5,9.19,0,0,3.02,0,1.01,13,32.1,4.03,1.38,4.28,0.25,1.01,21.65,0,0,0.38,0.63,0.76,1.01,9.57,0.13,1.13,0,0,0.69,0.09
A. Villalobos,28,Costa Rica,"LAMF, LW, CF",Costa Rica 1,784,0,7.92,0.34,0,0.11,0.8,5.17,2.07,24.45,3.67,0,0,2.07,0.11,1.95,16,20.32,2.18,0.92,2.18,0.92,3.21,12.4,0,0.46,0.23,1.61,0.34,2.07,5.28,0.23,2.64,0.84,0.1,2.35,0.27
G. Méndez,31,Costa Rica,LW,Costa Rica 1,603,0,3.73,2.09,0.6,0.45,0.15,4.18,4.93,24.63,6.27,0,0,2.24,0.15,2.69,14,18.51,2.84,1.19,3.73,0.9,0.9,10.45,0.15,0.75,0,0.6,0.3,3.28,5.22,1.19,1.34,0.6,0.09,0.17,0.03
D. Miloc,32,"Argentina, Italy","RCMF, LDMF, RDMF",Costa Rica 1,682,0,5.67,0,0,0,0.13,8.18,0.79,20.06,15.18,0,0,5.41,0,2.11,21,49.62,7.52,0.53,8.71,0.26,0.13,31.67,0,0,0.26,0.53,1.06,0.66,12.01,0.13,0.4,0,0,0.24,0.03
Henrique,32,Brazil,RCB,Costa Rica 1,911,0,2.52,0.22,0,0,0.11,5.04,0.33,15.46,16.77,0,0,6.14,0.11,3.84,12,37.05,3.84,0.22,6.25,0.11,0.11,22.14,0,0.11,0.33,0.44,0.22,0.44,9.76,0.33,1.1,0.02,0,0.62,0.07
D. Prpić,18,Croatia,LCB,Croatia 1,403,0,4.47,0.67,0,0.22,0.67,6.03,2.23,22.78,25.46,0,0,4.91,0.22,9.38,5,54.71,9.38,1.79,12.28,2.9,0.22,36.18,0,0.22,1.56,0.45,0.67,1.79,9.6,0.89,0.89,0.11,0.02,0.27,0.06
I. Vidović,21,"Bosnia and Herzegovina, Croatia","AMF, CF, RCMF",Croatia 1,638,0,3.67,0.99,0.14,0.14,0.28,6.07,3.53,19.33,10.3,0,0,1.83,0,1.27,12,28.07,4.8,2.12,4.51,1.55,0.85,20.88,0,0.56,0.28,0.71,0.56,2.4,6.07,0.99,0.85,0.33,0.05,0.27,0.04
M. Rovis,21,Croatia,"LB, LWB, LAMF",Croatia 1,465,0,6.19,2.32,0.19,0.39,0,6.97,2.32,19.16,14.32,0,0,5.03,0,3.87,9,36,4.26,2.13,7.55,0.39,1.55,25.55,0,0.19,0.19,0,0.58,2.13,9.1,0.19,0.39,0.29,0.06,0,0
N. Tepšić,21,"Serbia, Croatia",RCB,Croatia 1,1489,0,2.18,0.12,0,0.06,0.06,8.95,0.6,16.26,15.96,0,0,5.86,0,4.11,18,32.34,3.93,0.42,7.43,0.85,0.24,18.68,0,0.06,0.97,0.24,0.54,0.48,12.81,0,0.24,0.01,0,0.27,0.02
H. Salihu,21,"Kosovo, Albania",RCB,Croatia 1,427,0,4,0,0,0,0,5.9,0.21,12.22,18.34,0,0,5.69,0,7.59,7,35.62,4.64,0.42,6.74,0.63,0.21,22.13,0,0,0.21,0.21,2.11,0.42,11.59,0.21,0.21,0,0,0.06,0.01
I. Smolčić,22,Croatia,"RCB, RB",Croatia 1,1205,0,3.51,0.9,0,0.3,0.22,5.53,0.67,13.67,22.85,0,0,6.27,0.15,6.35,17,44.29,6.5,1.49,10.68,0.52,0.9,28.76,0,0.22,0.9,0.37,0.45,0.82,10.61,0.37,0.52,0.04,0,0.46,0.03
N. Galešić,22,"Germany, Croatia","RCB, LCB",Croatia 1,1503,0,1.86,0.06,0,0.06,0.24,5.51,0.3,12.4,19.76,0,0,4.43,0,6.47,18,46.77,4.25,0.78,8.08,0.9,0.42,31.5,0,0.06,0.42,0.3,0.66,0.18,8.68,0.9,0.42,0.03,0,0.4,0.02
P. Golubickas,23,Lithuania,"LDMF, RDMF, DMF",Croatia 1,603,0,5.82,1.04,0.3,0.6,0.3,6.12,0.15,16.12,7.91,0,0,5.67,0.3,3.13,11,36.72,6.27,1.94,4.33,1.64,0.45,21.64,0,0.75,0.6,0.3,0.45,0.6,10.15,0.75,1.34,0.73,0.11,0.12,0.02
D. Skorup,23,Croatia,"LDMF, LCMF",Croatia 1,438,0,5.55,0,0,0,0.62,5.96,1.64,16.03,15.21,0,0,5.75,0,5.34,12,35.14,9.04,1.44,10.27,0.62,0.21,20.34,0,0.82,0.62,1.03,0.82,2.05,8.84,1.23,0.21,0.45,0.09,0.09,0.02
M. Caimacov,24,Moldova,"LCMF, CF",Croatia 1,529,0,8.68,1.53,0.17,0.34,0.51,5.44,1.87,20.59,11.57,0,0,2.89,0,3.06,6,37.94,6.64,2.38,5.44,1.53,1.36,26.03,0,1.36,0,1.36,1.36,2.21,6.64,0.51,0.85,1.15,0.2,1.56,0.27
M. Stolnik,26,Croatia,RCB,Croatia 1,803,0,1.34,0.45,0,0.11,0.22,5.94,0.22,14.23,18.72,0,0,5.38,0.11,6.95,13,40.12,5.72,0.56,8.18,1.46,0.34,28.92,0,0.11,0.78,0.45,1.01,0.22,10.2,0.22,0.56,0.14,0.02,0.36,0.04
Diego Barri,27,Spain,"LCMF, LDMF, AMF",Croatia 1,416,0,4.76,0.43,0,0.43,0.22,8.87,1.08,23.8,16.88,0,0,3.89,0,6.92,9,44.57,10.38,1.3,6.71,1.08,0.43,26.39,0,0.22,0,0.65,0.22,1.08,11.68,1.08,0,0.07,0.01,0.08,0.02
B. Mioč,28,Croatia,"LCMF, AMF, RCMF",Croatia 1,773,0,6.4,0.93,0,0.58,0.47,5.59,1.63,14.79,9.9,0,0,4.54,0.12,3.49,16,30.62,4.08,1.63,5.47,1.05,0.58,15.72,0,0.58,0.23,1.63,0.12,1.86,8.03,0.35,0.58,0.55,0.06,0.62,0.07
P. Brlek,28,Croatia,"RCMF, LDMF, RDMF",Croatia 1,569,0,4.59,1.42,0.32,0.63,0.79,6.01,1.58,15.66,15.03,0,0,3.16,0.32,4.27,9,43.5,8.07,2.53,5.69,0.63,0.16,31.32,0,0.79,0.16,0.47,0.32,1.42,5.85,0.95,0.95,0.13,0.02,0.4,0.06
S. Simič,28,"Czech Republic, Croatia","LCB, CB",Croatia 1,1075,0,1.42,0,0,0,0.17,5.11,0.25,14.23,14.48,0,0,4.02,0,4.6,14,42.7,2.85,0.42,4.02,0.17,0.17,28.97,0,0,0.59,0.08,0.5,0.17,7.53,0.75,0.33,0,0,0.18,0.01
O. Korsia,20,"Israel, Spain","RCB, RB",Cyprus 1,716,0,4.78,1.01,0,0.38,0.5,8.17,0.5,13.95,12.07,0,0,4.53,0.13,2.89,14,31.3,4.4,1.51,6.54,0.5,1.38,21.75,0,0.25,0.13,0,0.5,0.5,10.31,0.38,0,0.15,0.02,0,0
S. Fofana,20,"France, Côte d'Ivoire",CB,Cyprus 1,628,0,1.58,0,0,0,0.14,5.16,0.43,11.61,11.32,0,0,6.16,0,5.45,7,29.81,3.3,0.29,5.02,0.14,0,18.34,0,0,0.57,0,0.43,0.43,10.46,1.29,0,0,0,0,0
K. Bilovar,22,Ukraine,"LCB, RCB",Cyprus 1,2015,0,1.74,0,0,0,0,5.81,0.27,12.6,16.3,0,0,5.14,0,4.33,24,38.72,3.17,0.13,6.16,0.54,0.27,26.71,0,0,0.58,0.27,0.27,0.31,9.65,0.09,0.45,0,0,1.06,0.05
A. Neofytou,24,Cyprus,"RCMF, RDMF, LDMF",Cyprus 1,906,0,6.95,0.1,0,0,0.3,8.64,1.99,22.25,12.72,0,0,3.97,0.1,3.38,14,41.42,5.36,0.99,4.77,0.99,0,29.11,0.1,0.2,0.3,0.7,0.6,1.39,9.93,0.6,0.2,0.05,0,0.37,0.04
P. Correa,24,"Cyprus, Cuba","LCB, RCB",Cyprus 1,1246,0,1.59,0,0,0,0.14,3.9,0.29,11.99,14.59,0,0,3.68,0,5.13,18,36.4,4.26,0.65,6.72,0.65,0.29,25.21,0,0,0.58,0.29,0.29,0.14,6.57,0.58,0.43,0,0,0.27,0.02
P. Joosten,26,"Netherlands, Ghana","RW, RAMF",Cyprus 1,531,0,5.93,4.24,0.68,0.85,0.85,3.9,3.39,18.47,6.27,0,0,1.86,0.85,1.69,10,26.61,1.86,3.9,4.07,2.2,2.37,17.97,0,1.69,0,1.69,0,3.9,4.24,0.34,1.19,1.11,0.19,0.31,0.05
A. Kartashyan,26,Armenia,LCB,Cyprus 1,941,0,2.01,0,0,0,0,5.45,0.1,9.76,14.06,0,0,3.73,0,4.4,10,34.43,3.35,0.19,6.12,0.48,0.19,21.23,0,0,0.67,0.1,1.15,0.1,8.61,0.1,0.19,0,0,0.01,0
A. Karo,26,Cyprus,"LCB, RCB",Cyprus 1,1956,0,2.02,0.05,0.05,0,0.05,4.46,0.23,12.19,15.18,0,0,3.87,0.05,2.85,23,44.03,3.31,0.32,6.44,1.01,0.46,32.21,0,0.05,0.37,0.28,0.23,0.28,7.55,0.09,0.41,0.18,0.01,0.72,0.03
M. Pechlivanis,27,Cyprus,"RW, LW, LAMF",Cyprus 1,1537,0,7.26,1.17,0.23,0.47,0.94,8.61,3.51,23.89,7.44,0,0,3.22,0.29,1.76,23,26,2.58,1.93,4.74,1.46,1.46,17.98,0.06,0.59,0.12,1.35,0,2.05,7.2,0.76,1.52,1.84,0.11,2.7,0.16
M. Tzanakakis,30,Greece,"RB, LB",Cyprus 1,831,0,8.45,2.6,0.32,0.97,0.32,8.56,1.73,17.44,13.75,0,0,2.92,0.11,5.63,13,39.86,4.66,3.25,7.26,1.62,1.73,29.57,0,0.32,0,0.22,0.43,1.73,8.56,0.76,0.22,0.15,0.02,0.06,0.01
A. Matthews,31,Wales,RB,Cyprus 1,1672,0,5.33,2.91,0.22,0.97,0.38,4.41,1.45,12.22,11.84,0,0,3.28,0.32,1.78,21,36.87,4.68,3.01,7.16,1.51,2.8,27.88,0,0.48,0.11,0,0.16,1.67,6.35,0.16,0.27,1.16,0.06,0,0
Álex Vallejo,31,Spain,"DMF, LCMF, RCMF",Cyprus 1,1606,0,4.88,0.67,0.06,0.28,0.56,4.71,0.73,9.47,17.15,0,0,4.26,0.17,8.01,18,46.06,8.57,1.79,10.59,0.67,0.34,31.72,0,0.62,0.28,0.39,0.39,1.01,7.29,1.18,0.11,0.86,0.05,0.8,0.04
G. Chatzivasilis,32,Cyprus,"LW, LAMF",Cyprus 1,534,0,8.76,0.84,0,0.34,0.51,9.44,4.55,26.8,4.38,0,0,3.54,0.17,1.18,16,23.43,1.69,1.69,2.36,1.35,3.2,15,0,0.51,0.17,1.69,0.17,1.85,9.27,0.17,3.2,0.16,0.03,1.29,0.22
Delmiro,34,Cape Verde Islands,"LCB, CB",Cyprus 1,419,0,2.15,0.43,0,0,0.21,7.52,1.07,21.05,18.47,0,0,6.23,0.21,4.08,11,33.94,4.94,0.86,6.66,1.07,0,16.54,0,0.21,1.07,0.43,0.86,0.64,12.03,0.21,0.64,0.14,0.03,0.16,0.04
G. Grubbe,20,Denmark,RB,Denmark1,1984,0,7.26,3.4,0.41,1,0.68,8.07,1.81,16.06,12.29,0,0,3.9,0.27,2.86,27,36.52,3.9,3.27,7.35,1.36,2.49,25.99,0,0.54,0.36,0.14,0.23,2.09,9.03,0.27,0.68,1.42,0.06,0.28,0.01
R. Onyedika,21,Nigeria,"RCMF, DMF",Denmark1,581,0,5.89,0.15,0,0,0.31,7.59,1.24,17.81,9.91,0,0,4.18,0,1.86,6,39.04,4.8,0.31,5.11,0.15,0.15,24.32,0,0.15,0.46,0.93,0.46,1.08,8.52,0.31,0.93,0.08,0.01,0.6,0.09
M. Højholt,22,Denmark,"DMF, LCMF",Denmark1,2035,0,6.01,0.31,0.04,0.13,0.4,9.2,0.71,16.14,13.58,0,0,4.69,0.09,4.38,26,42.94,6.63,0.84,5.57,0.22,0.04,27.6,0.09,0.13,0.31,0.27,0.62,0.75,11.14,0.22,0.44,0.25,0.01,0.38,0.02
