Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
21,9yb88b47etya2zd83o4x30p3o,956897,R. Nawi,Roy Nawi,Central Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582493,Roy,Nawi,Central Midfielder,26,2218,20,56.90%,2.07,0.65,0,0.16,2.31,2.52,1.74,6.70%,27.30%,0.45,6.13,0,63.80%,75.00%,14.30%,1.38,20,,0.1,0.08,0.04,1.1,Central Midfielder,0.04,0,0,0,0.32,1.7,0.37,0,0.2,0.45,0.37,2.56,1.87,5.44,9.86,0.41,0.93,0.12,0.12,9.37,3.61,1.34,2.03,4.18,2.92,3.37,7.79,4.87,0.41,0.12,0.45,0,0,0,0.04,0.04,16.70%,0.24,17.6,2.43,1.5,13.8,3.21,5.03,3.41,9.98,19.92,14.16,40.9,26.9,74.10%,75.90%,0.41,0,0.02,0.04,0.1,0.61,0.85,0.16,19.00%,47.50%,53.60%,60.20%,4.87
22,dm0e0dzoincmqdaeajm9fzx05,100786,E. Zahavi,Eran Zahavi,Centre Forward,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,56838,Eran,Zahavi,Centre Forward,29,2215,36,40.00%,0.41,0.45,0,0.69,0.73,0.16,0.45,19.30%,33.30%,0.12,22.14,0.53,67.50%,71.90%,4.70%,0.73,7,both,0.9,0.28,0,0.41,Centre Forward,0.57,0,0,0,0.12,0.04,1.3,0.04,0.73,1.46,0.81,0.2,7.07,2.15,9.43,1.26,5.12,0.16,0.16,12.92,3.94,1.87,0.41,1.91,5.04,2.28,5.85,0.81,1.5,0.04,0.12,0.04,0,0.04,0.41,0.24,21.40%,1.14,13.2,8.49,15.89,17.96,12.39,0.61,3.01,5.69,15.2,22.55,32.47,20.64,73.60%,69.00%,1.5,0.24,0.18,0.65,0.9,3.37,4.71,1.91,40.50%,18.20%,32.60%,17.90%,1.63
23,1doj252anzqdzn5fknqr5i31l,523428,I. Soro,Ismaila Soro,Defensive Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,440087,Ismaila,Soro,Defensive Midfielder,26,2207,25,65.70%,2.73,0.94,0.08,0.45,4.08,1.18,2.65,20.00%,25.00%,0.16,7.95,0.04,75.40%,85.70%,8.70%,2.53,16,right,0.01,0,0,1.39,Defensive Midfielder,0,0,0,0,0.12,2.12,0.29,0.04,0.2,0.04,0.73,1.96,1.47,5.71,9.13,0.45,0.12,0.2,0.2,17.49,4.08,0.45,0.9,4.98,3.14,1.35,9.05,5.91,0.45,0.04,0.16,0,0,0,0,0.69,60.70%,1.14,17.5,4.77,3.34,21.41,5.75,5.75,5.34,11.5,38.9,32.42,60.43,44.78,86.90%,84.80%,0.45,0,0.04,0.04,0.01,0.2,0.33,0.16,50.00%,41.20%,55.00%,66.70%,7.22
24,5sstt5ezbif7qcx49wf727bo5,176643,E. Khutaba,Eyad Khutaba,Right Back,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104626,Eyad,Khutaba,Right Back,26,2206,36,49.00%,3.92,0.86,0.08,0.2,1.67,1.71,1.96,0.00%,30.30%,2.9,11.14,0,50.20%,66.50%,23.80%,3.43,29,,0.01,0,0,1.06,Right Back,0,0,0,0,0.29,1.31,1.31,0,0.24,0.33,0.61,4.65,4.98,7.22,16.85,0.73,0.2,0.24,0.29,11.14,4.08,0.82,0.61,3.67,1.92,1.43,7.75,5.83,0.78,0.94,3.1,0,0,0,0.04,0.49,48.00%,1.02,21.2,2.49,4.9,18.48,3.67,8.61,4.28,16.48,24.4,26.36,57.28,34.11,71.50%,68.50%,0.78,0.04,0.07,0,0.01,0.33,0.41,0,0.00%,43.20%,47.40%,42.90%,4.65
25,9lyt4yjsopx8bgpe0u8pgun6d,189949,Y. Gerafi,Yoav Gerafi,Goalkeeper,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234928,Yoav,Gerafi,Goalkeeper,25,2205,30,72.70%,0.45,0.49,0.12,0,0.04,0.24,0.04,-,-,0,0,0,31.00%,-,47.30%,5.55,1,,0,0,0,0,Goalkeeper,0,0.2,0,0,0.04,0,0,0,0,0,0.08,7.84,0,0.04,7.88,0,0,0.04,0.04,3.22,0.12,0.04,0.2,0.33,0,0.24,0.45,0.45,0.04,0,0,0,0,0,0,0,-,0,32.6,0,0,8.65,0,8.65,0,15.55,19.71,13.14,36.04,27.35,72.10%,-,0.04,0.04,0,0,0,0,0,0,-,33.30%,72.70%,83.30%,0.82
26,6b3l1e5cn1ycog97nxegnb10p,320104,G. Kanichowsky,Gabi Kanichowsky,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433710,Gabi,Kanichowsky,Central Midfielder,28,2204,26,79.40%,1.39,2.25,0.29,1.1,4.21,0.33,2.21,19.40%,26.10%,1.47,35.65,0.53,83.50%,87.30%,6.60%,2.53,16,,0.19,0.08,0,0.65,Central Midfielder,0.12,0,0,0,0.08,0.98,3.19,0.08,0.49,0.53,0.94,1.06,9.23,4.82,15.11,2.08,3.19,0.16,0.29,36.75,4.12,0.98,0.74,5.06,5.43,1.72,9.19,3.76,2.25,1.18,4.53,0.12,0,0.12,0.16,1.18,58.00%,2.04,17.2,20.21,19.4,42.71,23.6,4.12,9.47,14.33,50.31,47.08,77.5,57.17,88.00%,86.40%,2.25,0.16,0.28,0.25,0.19,1.27,1.88,0.74,39.10%,48.00%,55.10%,42.90%,7.23
27,2xkn8lyxwwnghvi9acqp8s4bt,738079,O. Blorian,Or Blorian,Left Centre Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512607,Or,Blorian,Left Centre Back,25,2198,24,73.60%,2.95,0.33,0.04,0.08,1.19,4.67,1.76,17.60%,25.00%,0.16,2.25,0,66.00%,88.00%,10.90%,2.37,5,,0.06,0,0.04,1.06,Left Centre Back,0.04,0,0,0,0.25,1.06,0.08,0,0.08,0.37,0.41,4.22,0.57,2.99,7.78,0.04,0.86,0.33,0.41,11.75,2.09,0.78,1.52,3.73,1.27,2.29,5.81,4.55,0.04,0.04,0.16,0,0,0,0,0.04,25.00%,0.16,19.4,0.82,0.49,15.23,1.11,8.43,4.83,15.48,42.09,34.6,60.85,48.89,86.10%,74.10%,0.04,0,0.01,0.12,0.06,0.7,0.74,0.33,44.40%,69.60%,64.10%,66.10%,3.97
28,9j42rbt74iw70uout0gx8rpat,220395,P. Cornud,Pierre Cornud,Left Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,435246,Pierre,Cornud,Left Back,26,2152,27,67.10%,2.93,1.71,0.13,0.5,2.59,1.38,2.51,7.70%,24.10%,5.98,29.36,0.04,77.50%,84.00%,11.60%,4.14,27,left,0.04,0.21,0.08,0.92,Left Back,0.04,0,0,0,0.33,1.71,3.22,0,0.42,0.38,0.5,3.85,9.87,5.39,19.11,1.67,1.3,0.71,0.88,28.4,4.14,0.88,1.21,5.06,3.97,2.09,9.2,5.23,1.71,1.63,6.78,0.08,0,0,0.04,0.84,35.70%,2.34,18.4,12.88,16.06,34.67,15.31,5.44,8.16,19.87,48.6,52.61,86.49,57.84,84.00%,84.80%,1.71,0.04,0.2,0.04,0.04,0.54,0.63,0.17,26.70%,52.60%,55.00%,58.00%,5.39
29,e6rhc21ownwfq6zgrmnd6ygkq,,R. Elimelech,Roey Elimelech,Right Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,548696,Roey,Elimelech,Right Back,26,2138,21,60.00%,4,0.42,0,0.25,1.68,2.32,2.82,13.60%,9.20%,3.2,14.35,0.04,47.30%,56.30%,23.20%,2.48,44,right,0.08,0,0,0.88,Right Back,0.08,0,0,0,0.17,2.78,0.84,0,0.13,0.55,1.52,5.35,6.86,10.52,22.73,0.34,1.81,0.34,0.38,7.87,4.67,1.39,2.44,6.95,4.46,3.83,11.62,7.16,0.34,0.29,3.2,0,0.01,0,0,0.25,26.10%,0.97,19.2,1.98,5.47,15.87,3.33,7.2,3.49,15.7,17.05,22.35,60.62,28.67,59.50%,59.50%,0.34,0,0.05,0.13,0.08,0.93,1.18,0.38,32.10%,30.20%,59.80%,63.70%,3.96
30,c5kzrz0f8vokidfkqozdj7mj9,100797,D. Einbinder,Daniel Einbinder,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74322,Daniel,Einbinder,Central Midfielder,27,2122,35,66.70%,2.54,0.76,0.08,0.47,2.76,1.4,2.93,9.10%,19.00%,0.89,10.65,0.38,67.90%,76.50%,13.40%,3.44,11,right,0.06,0.04,0,0.93,Central Midfielder,0,0,0,0,0.17,0.89,1.15,0,0.13,0.25,1.27,1.82,3.31,7.85,12.98,1.06,1.48,0.42,0.51,19.55,3.77,1.02,0.76,5.26,3.44,1.78,9.03,5.6,1.15,0.17,0.89,0,0,0,0,0.42,55.60%,0.76,18.8,4.96,5.6,27.02,7.08,6.28,9.08,15.69,32.79,31.26,57.21,42.33,77.50%,70.50%,1.15,0.08,0.08,0.04,0.06,0.47,0.59,0.21,35.70%,46.70%,58.20%,42.90%,5.17
31,g8subv0do8dhuinc6api0bmx,318775,A. Sefer,Antonio Sefer,Centre Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210397,Antonio,Sefer,Centre Attacking Midfielder,29,2117,23,42.50%,1.7,1.02,0.17,0.55,2.08,0.34,1.53,12.50%,18.50%,2.17,22.23,0.17,72.40%,77.50%,9.40%,1.62,7,,0.2,0.09,0,1.62,Centre Attacking Midfielder,0.13,0,0,0.04,0.09,0.64,1.96,0.09,1.83,0.98,0.98,1.87,7.69,5.82,15.39,1.62,1.79,0.3,0.43,15.3,5.27,0.43,0.21,3.4,4.51,0.64,8.67,4.17,1.91,0.85,4.59,0,0,0,0.04,0.68,37.20%,1.83,18.5,8.29,12.16,20.45,10.33,2.08,3.74,7.69,23.89,29.76,50.34,30.65,77.90%,80.60%,1.91,0.34,0.2,0.3,0.2,2.38,2.85,1.4,49.30%,35.40%,39.20%,33.30%,4.42
32,6f8kp6i2qgcnytbkr3tpqhrai,,H. Layous,Hisham Layous,Left Attacking Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,488571,Hisham,Layous,Left Attacking Midfielder,27,2103,23,47.70%,1.88,0.68,0,0.6,1.75,0.09,1.11,10.00%,21.70%,1.33,23.97,0.21,75.70%,78.90%,3.50%,0.6,30,,0.16,0.09,0,0.98,Left Attacking Midfielder,0.09,0,0,0,0.13,0.39,1.93,0,0.39,0.73,0.81,1.5,9.59,5.26,16.35,1.28,4.92,0.09,0.09,14.64,6.38,1.07,0.3,5.14,8.3,1.37,11.51,3.21,1.5,0.43,1.97,0.13,0.05,0.21,0.68,2.91,44.40%,6.55,14.4,9.42,12.75,18.79,12.33,0.9,3.04,5.48,19.94,27.48,45.02,25.46,78.30%,76.70%,1.5,0.21,0.16,0.13,0.16,1.28,1.71,0.56,32.50%,37.80%,44.60%,21.90%,3.89
33,6ynddvrfay02kkirltpn68s4q,776484,F. Bassey,Fortune Bassey,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,511951,Fortune,Bassey,Centre Forward,28,2081,25,38.90%,0.78,0.43,0.04,0.56,2.16,0.78,0.48,11.10%,19.20%,1.12,16.78,0.22,46.40%,53.00%,5.80%,0.65,14,right,0.26,0.3,0,0.74,Centre Forward,0.17,0,0,0,0,0.26,1.04,0,0.78,1.04,1.17,0.99,8.26,8.65,17.9,0.82,3.2,0.22,0.26,8.17,8.74,4.2,3.5,6.27,12.84,7.7,15.01,2.16,0.86,0.22,1.12,0.13,0.02,0.13,0.17,1.17,36.50%,3.2,15.2,4.24,9.43,15.48,7.48,1.04,2.38,7.27,12.93,22.71,39.27,21.49,60.20%,56.60%,0.86,0.04,0.05,0.22,0.26,1.95,2.25,0.91,40.40%,28.60%,41.80%,45.50%,3.81
34,cuhmkfbalp8a8e2gmeh5mtgfe,,A. Farada,Ayano Farada,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549486,Ayano,Farada,Central Midfielder,26,2076,21,69.20%,2.25,0.82,0.17,0.3,2.86,1.43,2.86,33.30%,40.00%,0.22,5.12,0.17,67.10%,79.60%,11.50%,2.86,21,,0.02,0.04,0.17,1.47,Central Midfielder,0.04,0,0,0,0.17,1.26,0.56,0,0.04,0.09,0.87,2.17,1.47,6.37,10.01,0.74,0.61,0.13,0.26,17.34,4.16,1.17,1.21,5.33,3.12,2.38,9.49,6.37,0.82,0.09,0.22,0,0,0,0.04,0.39,45.00%,0.87,18.9,2.56,2.38,22.72,3.38,8.24,7.24,16.3,38.5,34.51,59.7,46.17,83.40%,76.60%,0.82,0.09,0.05,0.04,0.02,0.13,0.22,0.04,20.00%,48.20%,56.20%,50.90%,5.38
35,bnclh7nvu75morjmkv1dskzjd,329667,M. Usman,Mohammed Usman,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,230193,Mohammed,Usman,Central Midfielder,27,2065,30,51.50%,2.96,1.31,0.09,0.52,4.66,1.05,1.83,11.10%,50.00%,0.35,8.89,0.17,67.80%,78.40%,13.40%,4.05,10,right,0.09,0.04,0,1.44,Central Midfielder,0.04,0,0,0.04,0.35,2.35,1,0.04,0.35,0.44,0.96,2.44,2.14,7.63,12.2,0.92,1.44,0.78,0.92,17.13,6.67,1.31,0.87,4.84,5.1,2.18,11.51,6.41,0.96,0.17,0.35,0,0.01,0.09,0.17,1.18,58.70%,2,19.7,4.4,4.1,22.36,5.45,6.01,5.8,10.81,39.01,34.17,63.11,46.29,84.30%,81.50%,0.96,0.04,0.09,0.09,0.09,0.78,1.05,0.35,33.30%,29.90%,42.00%,40.00%,8.89
36,2nvmxpj8gh0ubhbepwp1w213o,,E. Madmon,Elad Madmon,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624084,Elad,Madmon,Centre Forward,26,2055,20,58.80%,1.49,0.44,0,0.88,2.06,0.18,1.14,19.00%,25.00%,0.88,21.15,0.04,68.30%,69.00%,5.60%,0.7,11,,0.36,0.48,0,1.62,Centre Forward,0.22,0,0,0,0.09,0.61,0.92,0.13,1.18,1.01,2.19,1.14,8.72,10.25,20.1,1.14,3.64,0.13,0.22,9.64,10.95,2.85,1.45,6.48,14.28,4.29,17.43,3.15,1.18,0.22,0.88,0.31,0.02,0.09,0.35,1.71,28.90%,5.91,15.3,6,11.21,14.06,7.93,0.92,2.58,4.69,14.01,26.93,46.95,19.58,71.60%,76.10%,1.18,0.04,0.08,0.48,0.36,2.54,3.07,1.53,50.00%,40.50%,37.20%,33.70%,4.03
37,4dri4lv9b4w3mz8aj3329qjh0,929493,I. Giorno,Idan Giorno,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,560728,Idan,Giorno,Centre Forward,26,2046,19,55.30%,1.67,0.48,0,0.92,1.32,0.48,1.01,10.20%,10.00%,0.88,20.45,0,58.40%,65.90%,3.20%,0.44,87,,0.31,0.26,0,1.01,Centre Forward,0.13,0,0,0.04,0.13,0.35,0.57,0,0.35,1.19,1.23,0.84,8.75,6.95,16.54,0.7,4.88,0,0,9.81,8.4,2.6,3.78,7.39,12.18,6.38,15.79,3.61,0.7,0.09,0.88,0.22,0,0.18,0.48,1.41,34.40%,4.09,13.6,5.94,11.79,14.96,8.75,0.88,1.54,4.27,14.87,23.58,42.54,20.81,71.50%,68.50%,0.7,0,0.04,0.22,0.31,2.16,2.73,0.97,35.50%,41.00%,46.80%,59.30%,2.68
38,45i31j0a9ad3wa00v1naad2p5,256032,B. Passi,Bryan Passi,Central Defender,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,245750,Bryan,Passi,Central Defender,24,2038,26,70.70%,3.62,0.62,0.04,0.13,1.99,4.42,1.15,14.30%,25.00%,0.18,2.12,0.04,45.90%,75.90%,17.10%,4.37,4,right,0.05,0.04,0.04,0.66,Central Defender,0.04,0,0,0,0.04,1.59,0.26,0,0,0.26,0.49,5.12,1.1,5.39,11.61,0.22,0.88,0.31,0.62,11.75,2.87,1.41,2.38,4.28,1.9,3.8,7.15,5.26,0.22,0.04,0.18,0,0,0,0,0.26,46.20%,0.57,21.4,0.4,0.66,17.18,0.93,10.78,4.95,16.6,42.88,36.21,65.58,51.8,82.80%,45.00%,0.22,0,0.02,0.04,0.05,0.31,0.4,0.04,11.10%,45.70%,59.90%,62.80%,5.52
39,dqjl4656em78riczpw1cx2wkq,,R. Keller,Rotem Keller,Left Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512586,Rotem,Keller,Left Back,26,2032,21,54.10%,3.76,1.15,0,0.4,1.64,2.17,1.77,0.00%,27.10%,2.48,14,0,63.90%,74.50%,12.70%,1.99,72,,0.02,0.04,0,1.02,Left Back,0,0,0,0,0.13,1.15,1.42,0,0.27,0.22,0.4,6.47,6.78,8.37,21.61,0.84,0.84,0.18,0.22,12.27,4.3,1.06,1.11,4.34,2.92,2.17,8.64,5.71,0.84,0.84,3.1,0.09,0,0,0.04,1.11,45.50%,2.44,18.4,4.07,6.11,18.51,5.67,6.02,4.69,18.2,31.09,31.14,68.87,41.41,75.10%,72.40%,0.84,0,0.09,0,0.02,0.44,0.49,0.22,45.50%,46.20%,50.30%,51.00%,5.05
40,ahcozqnpw09flmk5u7u0hyitx,154822,G. Morozov,Grigori Morozov,Left Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184936,Grigori,Morozov,Left Back,25,2029,29,54.80%,3.24,1.2,0.04,0.49,2.22,1.69,2.17,16.70%,26.90%,2.97,18.9,0.04,69.60%,78.80%,14.60%,3.42,18,right,0.04,0.13,0,1.11,Left Back,0,0,0,0,0.22,1.82,1.77,0,0.31,0.35,0.35,5.01,6.56,7.5,19.07,1.02,1.91,0.22,0.22,16.86,4.66,0.67,1.11,4.21,3.15,1.77,8.87,5.72,1.06,0.8,2.97,0,0,0,0.04,0.58,31.00%,1.86,17.9,7.19,9.8,23.15,8.65,6.65,4.88,17.3,34.11,35.84,70.53,43.65,78.20%,83.50%,1.06,0.04,0.13,0.09,0.04,0.53,0.8,0.18,22.20%,46.80%,47.50%,62.50%,6.03
41,aujtygjafoz85e9kn2i1b65wq,743928,O. Dahan,Ori Dahan,Right Centre Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475688,Ori,Dahan,Right Centre Back,25,2025,24,62.30%,3.07,0.58,0.04,0.04,2.13,4.04,1.51,0.00%,33.30%,0.27,2.84,0.09,64.20%,84.90%,17.60%,5.82,20,,0.05,0,0,0.98,Right Centre Back,0,0,0,0,0.27,1.33,0.13,0,0.13,0.4,0.58,4.13,0.44,4.22,8.8,0.18,0.76,0.71,1.16,15.38,3.42,1.51,2,4.22,1.87,3.51,7.64,5.78,0.18,0.09,0.27,0,0,0,0.04,0.13,30.00%,0.44,21.8,1.02,0.89,20.49,1.2,12.22,6.89,20.44,52.04,43.11,73.11,59.91,86.90%,88.50%,0.18,0,0.03,0,0.05,0.44,0.84,0.04,5.30%,55.30%,55.20%,57.00%,6.04
41,e0uiuemhng2qf09aolydaub8q,,S. Tagi,Sahar Tagi,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590895,Sahar,Tagi,Central Midfielder,27,2025,23,58.70%,2.04,0.53,0.09,0.27,3.51,0.67,2.09,13.60%,14.30%,0.31,8.89,0.09,71.10%,76.00%,11.30%,1.51,19,,0.14,0.09,0,1.02,Central Midfielder,0.09,0,0,0,0.13,0.71,0.44,0,0.67,0.49,0.76,2,2.36,6.36,10.71,0.58,1.02,0.13,0.27,10.67,5.02,1.29,0.53,4.13,4.4,1.82,9.16,4.76,0.62,0.04,0.31,0.09,0,0,0.04,0.76,36.20%,2.09,17.2,4.31,4.67,15.07,5.2,3.6,3.69,8.71,23.38,21.64,43.73,29.51,79.20%,82.90%,0.62,0.04,0.04,0.13,0.14,0.98,1.16,0.49,42.30%,47.00%,45.10%,29.30%,5.78
43,c1gfy5p4a36hylvb5qw8bwijt,,M. Handy,Muhammad Handy,Left Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512605,Muhammad,Handy,Left Centre Back,26,2009,28,61.80%,3.05,0.76,0,0.09,3.09,2.6,1.97,50.00%,26.70%,0.67,4.97,0,60.20%,79.10%,16.70%,3.14,32,,0.19,0,0,0.99,Left Centre Back,0.18,0,0,0,0.36,1.48,0.36,0,0,0.13,0.9,4.84,1.43,6.67,12.95,0.22,0.67,0.49,0.54,15.41,3.09,0.72,1.84,5.11,1.79,2.55,8.2,6.41,0.22,0.18,0.67,0,0,0,0,0.4,56.30%,0.72,19.5,2.33,2.11,22.53,3,10.12,5.64,22.13,34.94,27.69,59.67,45.38,77.00%,77.60%,0.22,0,0.03,0.18,0.19,0.36,0.49,0.22,45.50%,46.90%,62.30%,71.90%,6.85
44,6sod0mcgu50ftrc6dyqqam85x,255408,N. Sabag,Naor Sabag,Defensive Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229042,Naor,Sabag,Defensive Midfielder,25,2002,30,51.70%,2.61,0.94,0.09,0.49,2.25,1.26,2.16,0.00%,30.80%,0.49,9.4,0.22,70.90%,80.40%,9.80%,2.16,55,,0.06,0.04,0.09,1.53,Defensive Midfielder,0,0,0,0,0.4,1.26,0.76,0,0.4,0.45,0.9,1.39,2.74,5.98,10.11,0.85,0.63,0.18,0.22,16.27,4.95,0.99,1.08,4.9,4.18,2.07,9.85,5.66,0.94,0.18,0.58,0,0,0,0,0.81,62.10%,1.3,17.2,4.54,4.32,21.08,5.98,4.59,4.68,10.65,31.92,29.22,52.37,38.57,82.80%,76.50%,0.94,0.09,0.08,0,0.06,0.58,0.76,0.13,17.60%,37.00%,49.80%,52.20%,4.18
45,dsaoeuhw6y3imgs4u1rzz4huy,,M. Gosha,Matan Gosha,Left Centre Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607134,Matan,Gosha,Left Centre Back,24,1991,24,64.00%,3.39,0.54,0.09,0.14,1.63,4.84,1.4,-,0.00%,0.05,1.22,0,37.20%,65.20%,17.40%,2.53,4,,0,0,0.09,1.04,Left Centre Back,0,0,0,0.05,0.27,1.58,0,0,0,0,0.45,4.97,0.54,3.48,9,0,0.27,0.18,0.27,6.69,3.12,1.54,1.36,3.3,1.27,2.89,6.42,5.15,0,0,0.05,0,0,0,0,0.09,28.60%,0.32,20.7,0.45,0.18,11.12,0.9,7.1,2.21,13.65,31.69,23.51,52.53,39.51,80.20%,50.00%,0,0,0,0,0,0,0,0,-,40.50%,51.40%,46.90%,4.57
